2,424595833;1540,046375
4,536814928;1540,046607
6,680766821;1540,046066
8,824317932;1540,04626
10,96786785;1540,045857
13,12767792;1540,045872
15,28773689;1540,045395
17,44712281;1540,045114
19,62346697;1540,045307
21,81506991;1540,044921
23,99021602;1540,045027
26,14983702;1540,044661
28,29336882;1540,044733
30,46931601;1540,044086
32,62891793;1540,044351
34,77270603;1540,044298
36,91669488;1540,044214
39,04407692;1540,043916
41,17150187;1540,043725
43,29936385;1540,043725
45,44346189;1540,043318
47,58662581;1540,042852
49,73084593;1540,039638
51,89010191;1540,106509
54,03424501;1540,13239
56,19384003;1540,129705
58,35304785;1540,126866
60,4969039;1540,124764
62,64060497;1540,123295
64,80065203;1540,121255
66,94420695;1540,119987
69,10351586;1540,118089
71,26382589;1540,116353
73,42282581;1540,125381
75,58242989;1540,175812
77,74273801;1540,222681
79,88593888;1540,273363
82,04559302;1540,307863
84,18944693;1540,305571
86,33357882;1540,303435
88,49262094;1540,301744
90,65262985;1540,300766
92,79601693;1540,299836
94,95642185;1540,298698
97,08334398;1540,297393
99,22704983;1540,296236
101,3860219;1540,305003
103,5305638;1540,361093
105,674109;1540,421696
107,834461;1540,491846
109,977587;1540,52558
112,121088;1540,523579
114,2649689;1540,522067
116,409255;1540,520673
118,5527899;1540,519401
120,7125049;1540,518762
122,8721929;1540,517675
124,9994569;1540,517031
127,1430418;1540,516707
129,2869558;1540,521626
131,4462929;1540,579116
133,5741549;1540,647726
135,717633;1540,708695
137,8776689;1540,742231
140,00577;1540,739888
142,1494749;1540,739201
144,292192;1540,73754
146,452507;1540,735963
148,6123509;1540,736038
150,7394938;1540,73475
152,8831918;1540,734465
155,04287;1540,73354
157,1866238;1540,736593
159,3303559;1540,791469
161,4899318;1540,858573
163,6343379;1540,911969
165,7935898;1540,942719
167,9529209;1540,939873
170,0973029;1540,938083
172,2409599;1540,937234
174,400115;1540,936123
176,5599289;1540,935368
178,7033758;1540,934801
180,863688;1540,934045
183,0069668;1540,933741
185,16676;1540,931552
187,3103359;1540,880395
189,4704359;1540,820851
191,6129169;1540,763221
193,773587;1540,73057
195,9014239;1540,732053
198,0446708;1540,732703
200,1883428;1540,733074
202,347749;1540,732796
204,4914708;1540,733168
206,651963;1540,73261
208,79479;1540,733262
210,938509;1540,732796
213,098197;1540,732425
215,257822;1540,679536
217,4022338;1540,616929
219,5614638;1540,561277
221,705291;1540,527799
223,848774;1540,529024
226,009047;1540,530186
228,1685929;1540,530491
230,3119168;1540,53151
232,472152;1540,531888
234,6159999;1540,531738
236,759526;1540,531813
238,918726;1540,531435
241,0782459;1540,531017
243,2225208;1540,472755
245,382297;1540,410593
247,525214;1540,357644
249,6688828;1540,321106
251,828752;1540,323062
253,9888098;1540,32452
256,1318798;1540,324858
258,322984;1540,322526
260,484076;1540,324181
262,643683;1540,325298
264,818692;1540,325635
266,994668;1540,325972
269,1541378;1540,324715
271,2977059;1540,263398
273,4578869;1540,205045
275,6170979;1540,155338
277,761461;1540,118019
279,9210899;1540,119371
282,0642219;1540,11917
284,2077038;1540,117642
286,3676569;1540,119264
288,52635;1540,11989
290,6715949;1540,120889
292,8146398;1540,121571
294,958303;1540,122366
297,1181479;1540,121799
299,26229;1540,054403
301,405369;1540,002673
303,548924;1539,990426
305,7248268;1540,008551
307,8843739;1540,009682
310,0282049;1540,01043
312,1877458;1540,010876
314,3321779;1540,011451
316,491617;1540,011824
318,6338198;1540,012163
320,794421;1540,012198
322,9541419;1540,012758
325,097986;1540,013151
327,242255;1540,001652
329,401273;1540,013505
331,5457239;1540,068419
333,6886909;1540,113584
335,8483;1540,112444
338,0081189;1540,111852
340,1517808;1540,111833
342,311249;1540,111685
